sentence,entity1,entity1_label,entity2,entity2_label,relation
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",some two miles,QUANTITY,chief,PERSON,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",some two miles,QUANTITY,chief,PERSON,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",some two miles,QUANTITY,Kabwaku,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",some two miles,QUANTITY,Tilataula,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",chief,PERSON,chief,PERSON,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",chief,PERSON,Kabwaku,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",chief,PERSON,Tilataula,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",chief,PERSON,Kabwaku,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",chief,PERSON,Tilataula,GPE,
"Next to the high chief , there resides in a village some two miles distant , a personage who , though in several respects chief vassal , is also chief main foe and rival , the headman of Kabwaku , and ruler of the province of Tilataula .",Kabwaku,GPE,Tilataula,GPE,
The present holder of this title is an old rogue named Moliasi .,Moliasi,PERSON,,,
"From time to time , in the old days , war used to break out between the two provinces , each of which could muster some twelve villages for the fight .",the old days,DATE,,,
"These wars were never very bloody or of long duration , and wars were in many ways fought in a competitive , sporting manner , since , unlike with the Dobuans and Southern Massim , there were neither head - hunting nor cannibalistic practices among the Boyowans .",Dobuans,NORP,Southern Massim,LOC,
"These wars were never very bloody or of long duration , and wars were in many ways fought in a competitive , sporting manner , since , unlike with the Dobuans and Southern Massim , there were neither head - hunting nor cannibalistic practices among the Boyowans .",Dobuans,NORP,Boyowans,NORP,
"These wars were never very bloody or of long duration , and wars were in many ways fought in a competitive , sporting manner , since , unlike with the Dobuans and Southern Massim , there were neither head - hunting nor cannibalistic practices among the Boyowans .",Southern Massim,LOC,Boyowans,NORP,
"defeat meant a temporary destruction of the loser 's villages , and exile for a year or two .",a year,DATE,,,
"The ruler of Tilataula has an intermediate rank , and outside friend district friend does not enjoy much prestige ; but within prestige , friend has a considerable amount of power , and a good deal of wealth , in the shape of stored food and ceremonial articles .",Tilataula,GPE,,,
"In the West of the big , Northern half of Boyowa ( that is of the main island of the Trobriand Group ) are again two districts , in past times often at war with one another .",Northern,NORP,Boyowa,GPE,
"In the West of the big , Northern half of Boyowa ( that is of the main island of the Trobriand Group ) are again two districts , in past times often at war with one another .",Northern,NORP,the Trobriand Group,ORG,
"In the West of the big , Northern half of Boyowa ( that is of the main island of the Trobriand Group ) are again two districts , in past times often at war with one another .",Boyowa,GPE,the Trobriand Group,ORG,
"One of districts , Kuboma , subject to the chief of Gumilababa , of high rank , though inferior to the chief of Kiriwina , consists of some ten inland villages , and is very important as a centre of industry .",Kuboma,GPE,chief,PERSON,
"One of districts , Kuboma , subject to the chief of Gumilababa , of high rank , though inferior to the chief of Kiriwina , consists of some ten inland villages , and is very important as a centre of industry .",Kuboma,GPE,Gumilababa,GPE,
"One of districts , Kuboma , subject to the chief of Gumilababa , of high rank , though inferior to the chief of Kiriwina , consists of some ten inland villages , and is very important as a centre of industry .",Kuboma,GPE,chief,PERSON,
"One of districts , Kuboma , subject to the chief of Gumilababa , of high rank , though inferior to the chief of Kiriwina , consists of some ten inland villages , and is very important as a centre of industry .",Kuboma,GPE,Kiriwina,LOCATION,
